Code,Alpha,Name,Address,City,State,Zip,Gross Area,Assignable
1403.00,1403,Mt Lemmon Observatories - 40 Inch Telescope,Mt. Lemmon,MOUNT LEMMON,AZ,85619,314.00,283.00
1404.00,1404,Mt Lemmon Observatories - 32 Inch Telescope,Mt. Lemmon,MOUNT LEMMON,AZ,85619,707.00,636.00
1405.00,1405,Mt Lemmon Observatories - Dwelling,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"1,330.00","1,064.00"
1406.00,1406,Mt Lemmon Observatories - Power House,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"3,520.00","2,816.00"
1407.00,1407,Mt Lemmon Observatories - Garage,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"2,368.00","2,131.00"
1408.00,1408,Mt Lemmon Observatories - Fire Pumphouse,Mt. Lemmon,MOUNT LEMMON,AZ,85619,120.00,108.00
1409.00,1409,Mt Lemmon Observatories - Water Pumphouse,Mt. Lemmon,MOUNT LEMMON,AZ,85619,120.00,108.00
1410.00,1410,Mt Lemmon Observatories - Dormitory #1,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"2,800.00","2,380.00"
1411.00,1411,Mt Lemmon Observatories - Dormitory #2,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"2,800.00","2,380.00"
1411.01,1411A,Mt Lemmon Observatories - Learning Center,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"2,755.00","2,380.00"
1412.00,1412,Mt Lemmon Observatories - 60 Inch Telescope Control,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"5,586.00","4,748.00"
1413.00,1413,Mt Lemmon Observatories - Refuse Transfer,Mt. Lemmon,MOUNT LEMMON,AZ,85619,800.00,680.00
1415.00,1415,Mt Lemmon Observatories - Radar Tower,Mt. Lemmon,MOUNT LEMMON,AZ,85619,"3,180.00","2,699.00"
1416.00,1416,Mt Lemmon Observatories - 24 Inch Telescope,Mt. Lemmon,MOUNT LEMMON,AZ,85619,254.00,254.00
2001.00,2001,Campus Farm West - Maintenance HQ,4101 N Campbell Ave,TUCSON,AZ,85719,"3,885.00","3,707.00"
2004.00,2004,Campus Farm West - Pavilion and Archives,4101 N Campbell Ave,TUCSON,AZ,85719,"1,583.00",621.00
2005.00,2005,Campus Farm West,4101 N Campbell Ave,TUCSON,AZ,85719,"3,669.00","2,866.00"
2006.00,2006,Campus Farm West - SNR Complex,4101 N Campbell Ave,TUCSON,AZ,85719,"2,170.00","1,856.00"
2007.00,2007,Campus Farm West - Equine Center,4101 N Campbell Ave,TUCSON,AZ,85719,"6,225.00","4,342.00"
2008.00,2008,Campus Farm West - Ag Education Center,4101 N Campbell Ave,TUCSON,AZ,85719,"4,672.00","4,356.00"
2010.00,2010,Campus Farm West - Irrigation Lab,4101 N Campbell Ave,TUCSON,AZ,85719,"2,041.00","2,027.00"
2011.00,2011,Campus Farm West - Animal Pathology,4101 N Campbell Ave,TUCSON,AZ,85719,672.00,589.00
2012.00,2012,Campus Farm West - Animal Pathology,4101 N Campbell Ave,TUCSON,AZ,85719,"2,599.00","2,476.00"
2013.00,2013,Campus Farm West - Storage,4101 N Campbell Ave,TUCSON,AZ,85719,"1,149.00","1,113.00"
2015.00,2015,Campus Farm West - ABE Machine Shop,4101 N Campbell Ave,TUCSON,AZ,85719,"3,224.00","2,552.00"
2017.00,2017,Food Product and Safety Laboratory,4101 N Campbell Ave,TUCSON,AZ,85719,"16,864.00","12,121.00"
2018.00,2018,Campus Farm West - Covered Arena,4101 N Campbell Ave,TUCSON,AZ,85719,"14,800.00","14,000.00"
2019.00,2019,William J. Parker Agricultural Research Complex,1650 E Limberlost Dr,TUCSON,AZ,85719,"42,556.00","25,172.00"
2023.00,2023,Campus Farm West - Maintenance Offices,4101 N Campbell Ave,TUCSON,AZ,85719,"1,367.00","1,017.00"
2026.00,2026,Campus Farm West - Old Water Tower,4101 N Campbell Ave,TUCSON,AZ,85719,196.00,148.00
2027.00,2027,Campus Farm West - Modular Classroom,4101 N Campbell Ave,TUCSON,AZ,85719,"1,145.00","1,093.00"
2031.00,2031,Campus Farm West - Residence,4101 N Campbell Ave,TUCSON,AZ,85719,"1,160.00",862.00
2032.00,2032,Campus Farm West - Residence Garage,4101 N Campbell Ave,TUCSON,AZ,85719,327.00,313.00
2042.00,2042,Campus Farm West - Beef/Sheep HQ,4101 N Campbell Ave,TUCSON,AZ,85719,"1,578.00","1,390.00"
2048.00,2048,Campus Farm West - Animal Nutrition Lab,4101 N Campbell Ave,TUCSON,AZ,85719,"1,890.00","1,628.00"
2061.00,2061,Campus Farm East - Wildlife Storage,4040 N Campbell Ave,TUCSON,AZ,85719,600.00,585.00
2065.00,2065,Campus Farm East - Storage,4040 N Campbell Ave,TUCSON,AZ,85719,918.00,852.00
2068.00,2068,Campus Farm East,4040 N Campbell Ave,TUCSON,AZ,85719,886.00,846.00
2069.00,2069,Campus Farm East - CAC Garage,4040 N Campbell Ave,TUCSON,AZ,85719,"2,560.00","2,432.00"
2069.01,2069A,Campus Farm East,4040 N Campbell Ave,TUCSON,AZ,85719,"2,680.00","2,680.00"
2070.00,2070,Campus Farm East - Residence,4040 N Campbell Ave,TUCSON,AZ,85719,"1,768.00","1,664.00"
2071.00,2071,Campus Farm East - Residence,4040 N Campbell Ave,TUCSON,AZ,85719,"1,420.00","1,241.00"
2072.00,2072,Campus Farm East - Residence Garage,4040 N Campbell Ave,TUCSON,AZ,85719,489.00,450.00
2074.00,2074,Campus Farm East - CEAC Annex,4040 N Campbell Ave,TUCSON,AZ,85719,"2,218.00","1,730.00"
2075.00,2075,Campus Farm East - Fertilizer Building,1951 E Roger Rd,TUCSON,AZ,85719,968.00,882.00
2076.00,2076,Campus Farm East,4040 N Campbell Ave,TUCSON,AZ,85719,529.00,483.00
2077.00,2077,Campus Farm East - Greenhouse,4040 N Campbell Ave,TUCSON,AZ,85719,"4,637.00","4,524.00"
2078.00,2078,Campus Farm East - Greenhouse,4040 N Campbell Ave,TUCSON,AZ,85719,"4,637.00","4,524.00"
2079.00,2079,G H Head House,1971 E Roger Rd,TUCSON,AZ,85719,"3,211.00","1,691.00"
2080.00,2080,Campus Farm East - Greenhouse Support Complex,4040 N Campbell Ave,TUCSON,AZ,85719,"3,030.00","2,950.00"
2081.00,2081,Campus Farm East - Greenhouse,4040 N Campbell Ave,TUCSON,AZ,85719,"4,637.00","4,524.00"
2082.00,2082,Campus Farm East - Greenhouse,4040 N Campbell Ave,TUCSON,AZ,85719,"4,637.00","4,524.00"
2083.00,2083,Campus Farm East,4040 N Campbell Ave,TUCSON,AZ,85719,123.00,115.00
2084.00,2084,Karsten Turf Grass Research Facility,2201 E Roger Rd,TUCSON,AZ,85719,"3,935.00","3,304.00"
2085.01,2085A,Campus Farm East - Greenhouse Storage,4040 N Campbell Ave,TUCSON,AZ,85719,864.00,864.00
2087.00,2087,Campus Farm East - CEAC Teaching GH,4040 N Campbell Ave,TUCSON,AZ,85719,"5,283.00","5,184.00"
2087.03,2087C,Campus Farm East - Greenhouse,4040 N Campbell Ave,TUCSON,AZ,85719,"11,651.00","11,583.00"
2088.00,2088,Controlled Environment Ag Building,1951 E Roger Rd,TUCSON,AZ,85719,"4,511.00","3,580.00"
2091.01,2091A,Campus Farm East - Greenhouse,4040 N Campbell Ave,TUCSON,AZ,85719,"3,007.00","2,923.00"
2091.03,2091C,Campus Farm East - Greenhouse,4040 N Campbell Ave,TUCSON,AZ,85719,"3,007.00","2,923.00"
2091.04,2091D,Campus Farm East - Utility Building,4040 N Campbell Ave,TUCSON,AZ,85719,288.00,270.00
2092.00,2092,Campus Farm East - Pesticide Storage,4040 N Campbell Ave,TUCSON,AZ,85719,963.00,816.00
2093.00,2093,Campus Farm East - CAC Garage Storage,4040 N Campbell Ave,TUCSON,AZ,85719,"1,438.00","1,378.00"
2094.00,2094,Campus Farm East - Field Crew HQ,4040 N Campbell Ave,TUCSON,AZ,85719,840.00,816.00
2095.00,2095,Campus Farm East - CEAC Support,4040 N Campbell Ave,TUCSON,AZ,85719,750.00,668.00
2096.00,2096,Campus Farm East - Fisheries Lab,4040 N Campbell Ave,TUCSON,AZ,85719,"1,152.00",971.00
2097.00,2097,Campus Farm East - High Pressure Lab,4040 N Campbell Ave,TUCSON,AZ,85719,300.00,258.00
2098.00,2098,Campus Farm East - Solvent Storage,4040 N Campbell Ave,TUCSON,AZ,85719,546.00,532.00
2099.01,2099A,Pima Cooperative Ext Metal Storage Shed,4210 N Campbell Ave,TUCSON,AZ,85719,"1,600.00","1,600.00"
2101.00,2101,Red Rock Ag Center Shop,37697 S Experiment Station Rd,RED ROCK,AZ,85145,"4,000.00","4,000.00"
2206.00,2206,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"1,535.00","1,347.00"
2207.00,2207,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,442.00,423.00
2257.00,2257,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,245.00,211.00
2258.00,2258,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"2,050.00",954.00
2260.00,2260,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"1,822.00","1,646.00"
2265.00,2265,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,720.00,692.00
2267.00,2267,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,574.00,550.00
2268.00,2268,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,574.00,550.00
2269.00,2269,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,622.00,610.00
2270.00,2270,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,860.00,826.00
2275.00,2275,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"2,151.00","1,901.00"
2276.00,2276,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"1,200.00","1,087.00"
2281.00,2281,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"1,022.00",948.00
2286.00,2286,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"1,050.00",964.00
2287.00,2287,Yuma Mesa Farm,2186 W County 15th St,SOMERTON,AZ,85364,"2,400.00","2,400.00"
2305.00,2305,WCAC - Residence,2831 N Freeway,TUCSON,AZ,85705,"1,569.00","1,060.00"
2309.00,2309,WCAC - Feed Mill Shop,2831 N Freeway,TUCSON,AZ,85705,"1,174.00","1,088.00"
2310.00,2310,WCAC - Feed Mill,2831 N Freeway,TUCSON,AZ,85705,"3,071.00","2,875.00"
2321.00,2321,WCAC - Residence,2831 N Freeway,TUCSON,AZ,85705,"1,428.00","1,319.00"
2323.00,2323,WCAC - Necropsy Laboratory,2831 N Freeway,TUCSON,AZ,85705,"2,093.00","1,874.00"
2324.00,2324,WCAC-AZ Vet. Diagnostic Lab,2831 N Freeway,TUCSON,AZ,85705,"12,396.00","7,655.00"
2325.00,2325,West Campus Agricultural Ctr,2831 N Freeway,TUCSON,AZ,85705,"1,024.00",992.00
2327.00,2327,WCAC-Shrimp Virus Bldg.,2831 N Freeway,TUCSON,AZ,85705,"1,896.00","1,728.00"
2328.00,2328,Shrimp Pathology Facility,2831 N Freeway,TUCSON,AZ,85705,"3,830.00","3,639.00"
2328.01,2328A,Shrimp Pathology Facility,2831 N Freeway,TUCSON,AZ,85705,"1,218.00",966.00
2333.00,2333,WCAC-AVDI Shop And Storage,2831 N Freeway,TUCSON,AZ,85705,"1,120.00","1,050.00"
2334.00,2334,WCAC-Aqua. Pth. Support,2831 N Freeway,TUCSON,AZ,85705,"1,024.00",992.00
2335.00,2335,WCAC-Old Poultry Bldg,2831 N Freeway,TUCSON,AZ,85705,"1,024.00",992.00
2336.00,2336,WCAC-Aqua. Pth. Support,2831 N Freeway,TUCSON,AZ,85705,"1,024.00",992.00
2337.00,2337,WCAC - Pumphouse,2831 N Freeway,TUCSON,AZ,85705,145.00,113.00
2340.00,2340,WCAC-Old Aqua. Pth. Lab,2831 N Freeway,TUCSON,AZ,85705,"1,320.00","1,076.00"
2341.00,2341,WCAC - Quonset Hut,2831 N Freeway,TUCSON,AZ,85705,"1,409.00","1,136.00"
2342.00,2342,WCAC - Storage,2831 N Freeway,TUCSON,AZ,85705,"1,545.00","1,463.00"
2343.00,2343,West Campus Agricultural Ctr,2831 N Freeway,TUCSON,AZ,85705,576.00,560.00
2350.00,2350,West Campus Agricultural Ctr,2831 N Freeway,TUCSON,AZ,85705,756.00,746.00
2351.00,2351,West Campus Agricultural Ctr,2831 N Freeway,TUCSON,AZ,85705,600.00,575.00
2501.00,2501,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,354.00","2,000.00"
2504.00,2504,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"3,755.00","3,214.00"
2510.00,2510,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"34,402.00","22,747.00"
2511.00,2511,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"6,007.00","5,435.00"
2512.00,2512,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"1,004.00",916.00
2513.00,2513,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,200.00,170.00
2514.00,2514,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,168.00,143.00
2515.00,2515,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"5,885.00","5,215.00"
2516.00,2516,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"1,250.00","1,015.00"
2516.01,2516A,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,800.00,720.00
2516.02,2516B,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,64.00,57.00
2516.03,2516C,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,64.00,57.00
2516.04,2516D,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,42.00,37.00
2517.00,2517,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"4,000.00","3,600.00"
2518.00,2518,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,250.00","1,953.00"
2519.00,2519,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,489.00","2,242.00"
2520.00,2520,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,188.00","2,036.00"
2521.00,2521,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,188.00","2,036.00"
2522.00,2522,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"1,973.00","1,817.00"
2523.00,2523,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"1,973.00","1,817.00"
2524.00,2524,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"1,973.00","1,817.00"
2530.00,2530,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"3,315.00","2,847.00"
2531.00,2531,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"5,207.00","3,782.00"
2531.01,2531A,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"4,700.00","4,230.00"
2535.00,2535,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,160.00","2,058.00"
2536.00,2536,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,160.00","2,058.00"
2537.00,2537,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,160.00","2,058.00"
2538.00,2538,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"4,200.00","3,686.00"
2539.00,2539,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"2,160.00","2,058.00"
2543.00,2543,Maricopa Agricultural Center,37860 W Smith-Enke Rd,MARICOPA,AZ,85138,"8,880.00","8,625.00"
2705.00,2705,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,370.00,242.00
2705.01,2705A,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,"1,516.00","1,389.00"
2707.00,2707,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,128.00,113.00
2708.00,2708,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,400.00,370.00
2709.00,2709,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,116.00,90.00
2710.00,2710,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,"2,610.00","2,564.00"
2715.00,2715,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,165.00,142.00
2716.00,2716,Safford Farm,2134 S Montierth Ln,SAFFORD,AZ,85546,880.00,850.00
2740.00,2740,1480 W Swift Tr/Base Camp,1480 W State Route 366,SAFFORD,AZ,85546,"1,483.00",481.00
2750.00,2750,Marana KUAT Transmitter,9100 N I-10 Wb Frontage Rd,MARANA,AZ,85742,893.00,788.00
2902.00,2902,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,"1,966.00","1,703.00"
2903.00,2903,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,384.00,346.00
2905.00,2905,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,"2,140.00","1,640.00"
2906.00,2906,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,"2,744.00","2,585.00"
2911.00,2911,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,"3,174.00","2,901.00"
2915.00,2915,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,"5,208.00","5,206.00"
2918.00,2918,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,500.00,400.00
2919.00,2919,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,"1,981.00","1,749.00"
2921.00,2921,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,963.00,837.00
2925.00,2925,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,231.00,211.00
2926.00,2926,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,"1,440.00","1,314.00"
2927.00,2927,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,572.00,501.00
2929.00,2929,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,118.00,112.00
2930.00,2930,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,118.00,112.00
2931.00,2931,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,136.00,130.00
2933.00,2933,Glen G Curtis Bldg,6425 W 8 St,YUMA,AZ,85364,"19,631.00","12,746.00"
2934.00,2934,Yuma Valley Farm Machine Shop,6425 W 8 St,YUMA,AZ,85364,"3,200.00","3,100.00"
2935.00,2935,Yuma Valley Farm Greenhouse,6425 W 8 St,YUMA,AZ,85364,"2,988.00","2,988.00"
2936.00,2936,Yuma Valley Farm Greenhouse,6425 W 8 St,YUMA,AZ,85364,"2,988.00","2,988.00"
2937.00,2937,Yuma Valley Farm Shop,6425 W 8 St,YUMA,AZ,85364,"3,200.00","3,171.00"
2985.00,2985,Yuma Valley Farm,6425 W 8 St,YUMA,AZ,85364,815.00,767.00
3001.00,3001,Arizona Biomedical Collaborative (ABC Building),425 N 5 St,PHOENIX,AZ,85004,"37,966.00","24,749.00"
3002.00,3002,UA College Of Medicine-Phoenix (Administration),550 E Van Buren,PHOENIX,AZ,85004,"27,946.00","11,854.00"
3002.01,3002A,UA College Of Medicine-Phoenix (Auditorium),600 E Van Buren,PHOENIX,AZ,85004,"29,519.00","12,577.00"
3002.02,3002B,UA College Of Medicine-Phoenix (Student Bldg),650 E Van Buren,PHOENIX,AZ,85004,"27,837.00","12,731.00"
3004.00,3004,Health Sciences Education Building,435 N 5 St,PHOENIX,AZ,85004,"242,719.27","141,320.00"
3005.00,3005,Arizona Cancer Center - Phoenix,625 N 6th St,PHOENIX,AZ,85004,"227,579.68","133,878.00"
3006.00,3006,Biomedical Sciences Partnership Building - Phoenix,475 N 5th St,PHOENIX,AZ,85004,"255,967.23","140,874.00"
3007.00,3007,University Of Arizona Phoenix Plaza,714 E Van Buren,PHOENIX,AZ,85006,"33,057.00","24,723.00"
3103.00,3103,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,"6,572.00","6,464.00"
3104.00,3104,Crop Improvement,2100 E Allen,TUCSON,AZ,85719,"8,461.00","6,295.00"
3105.00,3105,Dairy Supervisor Residence,2100 E Allen,TUCSON,AZ,85719,"1,438.00","1,354.00"
3118.00,3118,Campus Farm South,2100 E Allen,TUCSON,AZ,85719,"2,234.00","2,054.00"
3120.00,3120,Campus Farm South - North Seed House,2100 E Allen,TUCSON,AZ,85719,"7,254.00","7,075.00"
3138.00,3138,Campus Farm South - South Seed House,2100 E Allen,TUCSON,AZ,85719,"6,791.00","5,765.00"
3139.00,3139,Entomology,2100 E Allen,TUCSON,AZ,85719,982.00,784.00
3139.01,3139A,Entomology,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3139.02,3139B,Campus Farm South,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3139.03,3139C,Campus Farm South,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3139.04,3139D,Campus Farm South,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3139.05,3139E,Entomology,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3139.06,3139F,Entomology,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3139.07,3139G,Entomology,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3139.10,3139J,Entomology,2100 E Allen,TUCSON,AZ,85719,112.00,101.00
3140.00,3140,Earml South Entomology,2100 E Allen,TUCSON,AZ,85719,"1,878.00","1,701.00"
3142.00,3142,Entomology,2100 E Allen,TUCSON,AZ,85719,713.00,677.00
3175.00,3175,Dairy,2100 E Allen,TUCSON,AZ,85719,585.00,540.00
3183.00,3183,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,"1,606.00","1,445.00"
3184.00,3184,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,"2,223.00","2,112.00"
3186.00,3186,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,"1,900.00","1,748.00"
3188.00,3188,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,542.00,511.00
3190.00,3190,Campus Farm South - Dairy Shop,2100 E Allen,TUCSON,AZ,85719,"1,938.00","1,784.00"
3191.00,3191,Campus Farm South - Warehouse,2100 E Allen,TUCSON,AZ,85719,"2,017.00","1,990.00"
3192.00,3192,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,"1,606.00","1,445.00"
3193.00,3193,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,"1,606.00","1,445.00"
3196.00,3196,Campus Farm South - Greenhouse HQ,2100 E Allen,TUCSON,AZ,85719,528.00,501.00
3197.00,3197,Campus Farm South - Shadehouse,2100 E Allen,TUCSON,AZ,85719,"1,606.00","1,445.00"
3198.00,3198,Campus Farm South - Greenhouse,2100 E Allen,TUCSON,AZ,85719,"1,900.00","1,748.00"
3201.00,3201,WEST,2959 W Calle Agua Nueva,TUCSON,AZ,85745,"21,957.58","16,172.00"
3301.00,3301,Sunnyside - Shop/Records Mgmt,250 E Valencia,TUCSON,AZ,85756,"19,041.00","15,991.00"
3302.00,3302,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"1,848.00","1,811.00"
3302.01,3302A,Sunnyside - Records Mgmt,250 E Valencia,TUCSON,AZ,85756,"4,774.00","4,681.00"
3303.00,3303,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"3,825.00","3,824.00"
3304.00,3304,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"3,672.00","2,905.00"
3305.00,3305,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"3,672.00","3,496.00"
3306.00,3306,Sunnyside - Arid Lands,250 E Valencia,TUCSON,AZ,85756,"16,214.00","11,020.00"
3307.00,3307,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,616.00,552.00
3308.00,3308,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,616.00,544.00
3309.00,3309,Sunnyside - Arid Lands,250 E Valencia,TUCSON,AZ,85756,"12,711.00","7,546.00"
3309.01,3309A,Sunnyside - Greenhouse,250 E Valencia,TUCSON,AZ,85756,"3,588.00","3,449.00"
3309.02,3309B,Sunnyside - Headhouse,250 E Valencia,TUCSON,AZ,85756,638.00,614.00
3309.03,3309C,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,50.00,50.00
3309.04,3309D,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,162.00,162.00
3310.00,3310,Sunnyside - Arid Lands,250 E Valencia,TUCSON,AZ,85756,"4,046.00","3,713.00"
3310.01,3310A,Sunnyside - Greenhouse Service,250 E Valencia,TUCSON,AZ,85756,302.00,302.00
3310.02,3310B,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,77.00,77.00
3311.00,3311,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"4,046.00","3,831.00"
3312.00,3312,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"1,848.00","1,748.00"
3313.00,3313,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"1,848.00","1,848.00"
3314.00,3314,Sunnyside - Storage,250 E Valencia,TUCSON,AZ,85756,"11,568.00","10,891.00"
3315.02,3315B,Sunnyside - Garage,250 E Valencia,TUCSON,AZ,85756,576.00,540.00
3400.00,3400,Mt Graham Telescope,Mt. Graham,SAFFORD,AZ,85546,"11,953.00","7,227.00"
3401.00,3401,Mt Graham Utility Building,Mt. Graham,SAFFORD,AZ,85546,"1,520.00","1,412.00"
3401.01,3401A,Mt Graham Utility Building,Mt. Graham,SAFFORD,AZ,85546,"1,315.00","1,186.00"
3401.02,3401B,Mt Graham UAPD Guardhouse,Mt. Graham,SAFFORD,AZ,85546,140.00,140.00
3402.00,3402,Mt Graham Shop Building,1480 W State Route 366,SAFFORD,AZ,85546,"1,500.00","1,436.00"
3403.00,3403,Mt Graham Cable Reel Building,1480 W State Route 366,SAFFORD,AZ,85546,900.00,840.00
3404.00,3404,Mt Graham Obs-Laundry Bldg,1480 W State Route 366,SAFFORD,AZ,85546,576.00,508.00
3405.00,3405,Mt Graham Obs-Conference Bldg,1480 W State Route 366,SAFFORD,AZ,85546,384.00,344.00
3406.00,3406,Mt Graham Obs-UAPD Bldg,1480 W State Route 366,SAFFORD,AZ,85546,288.00,252.00
3501.00,3501,Santa Rita Experimental Range,27000 S Florida Canyon Rd,SAHUARITA,AZ,85629,994.00,746.00
3502.00,3502,Santa Rita Experimental Range,27000 S Florida Canyon Rd,SAHUARITA,AZ,85629,676.00,540.00
3503.00,3503,Santa Rita Experimental Range,27000 S Florida Canyon Rd,SAHUARITA,AZ,85629,"1,300.00","1,040.00"
3504.00,3504,Santa Rita Experimental Range,27000 S Florida Canyon Rd,SAHUARITA,AZ,85629,968.00,774.00
3505.00,3505,Santa Rita Experimental Range,27000 S Florida Canyon Rd,SAHUARITA,AZ,85629,"1,200.00",960.00
